srcStateName,srcYear,Types of coal,Coal Consuming Sectors,Coal Consumed,YearCode,Year
ASSAM,2013,RAW COAL,CEMENT,0.026,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,STEEL (BOILERS),0.049,2013,"Financial Year (Apr - Mar), 2013"
UTTARAKHAND,2013,RAW COAL,POWER (CAPTIVE),0.299,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,MIDDLINGS,POWER (UTILITY),0.429,2013,"Financial Year (Apr - Mar), 2013"
KARNATAKA,2013,RAW COAL,SPONGE IRON,0.133,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2013,LIGNITE,POWER (UTILITY),24.836,2013,"Financial Year (Apr - Mar), 2013"
UTTAR PRADESH,2013,RAW COAL,METALLURGICAL USE- COKERIES,0.09,2013,"Financial Year (Apr - Mar), 2013"
GUJARAT,2013,RAW COAL,PULP & PAPER,0.004,2013,"Financial Year (Apr - Mar), 2013"
HARYANA,2013,RAW COAL,PULP & PAPER,0.049,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2014,RAW COAL,POWER (CAPTIVE),0.614,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,STEEL (BOILERS),0.026,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,LIGNITE,PULP & PAPER,0.004,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,POWER (CAPTIVE),0.431,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,PULP & PAPER,1.215,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,STEEL (BOILERS),0.375,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,MIDDLINGS,POWER (CAPTIVE),1.222,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,CHEMICAL,0.013,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,POWER (CAPTIVE),1.316,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,BRICKS,0.993,2014,"Financial Year (Apr - Mar), 2014"
ASSAM,2014,RAW COAL,CEMENT,0.021,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,RAW COAL,SPONGE IRON,0.001,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,TEXTILES & RAYONS,0.04,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,RAW COAL,FERTILISERS,0.275,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,SPONGE IRON,0.1,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.782,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,STEEL (BOILERS),0.004,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,PULP & PAPER,0.986,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.02,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,POWER (UTILITY),28.113,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,POWER (UTILITY),14.525,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,SPONGE IRON,0.437,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,LIGNITE,TEXTILES & RAYONS,0.065,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,TEXTILES & RAYONS,0.203,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,RAW COAL,PULP & PAPER,0.084,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,FERTILISERS,0.248,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,POWER (UTILITY),57.135,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,STEEL (BOILERS),0.347,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,CHEMICAL,0.007,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.751,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2014,RAW COAL,FERTILISERS,0.693,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,MIDDLINGS,POWER (CAPTIVE),0.629,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2014,WASHED COAL,POWER (UTILITY),0.079,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,POWER (CAPTIVE),12.578,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,POWER (UTILITY),24.819,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,WASHED COAL,POWER (UTILITY),8.167,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.445,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,RAW COAL,POWER (UTILITY),14.47,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,POWER (CAPTIVE),0.867,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,RAW COAL,POWER (UTILITY),4.279,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,WASHED COAL,SPONGE IRON,2.358,2014,"Financial Year (Apr - Mar), 2014"
JAMMU & KASHMIR,2014,RAW COAL,CEMENT,0.015,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,POWER (UTILITY),6.264,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,RAW COAL,CEMENT,0.127,2014,"Financial Year (Apr - Mar), 2014"
KERALA,2014,RAW COAL,CEMENT,0.031,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,TEXTILES & RAYONS,0.028,2014,"Financial Year (Apr - Mar), 2014"
KERALA,2014,RAW COAL,PULP & PAPER,0.052,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,BRICKS,0.01,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,COLLIERY OWN - CONSUMPTION,0.01,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,MIDDLINGS,POWER (CAPTIVE),3.875,2014,"Financial Year (Apr - Mar), 2014"
HIMACHAL PRADESH,2014,RAW COAL,CEMENT,0.281,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,FERTILISERS,0.003,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.076,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,WASHED COAL,POWER (CAPTIVE),0.061,2014,"Financial Year (Apr - Mar), 2014"
LADAKH,2014,RAW COAL,CEMENT,0,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,CEMENT,0.024,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,MIDDLINGS,POWER (UTILITY),0.089,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,BRICKS,0.017,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,PULP & PAPER,0.203,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,MIDDLINGS,POWER (UTILITY),1.9,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,LIGNITE,CEMENT,0.174,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,WASHED COAL,POWER (CAPTIVE),0.429,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2014,RAW COAL,POWER (UTILITY),2.657,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,PULP & PAPER,0.021,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2014,RAW COAL,POWER (UTILITY),5.159,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,WASHED COAL,POWER (UTILITY),0.397,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,LIGNITE,CHEMICAL,0.002,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,PULP & PAPER,0.095,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2014,RAW COAL,FERTILISERS,0.439,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,PULP & PAPER,0.071,2014,"Financial Year (Apr - Mar), 2014"
JAMMU & KASHMIR,2014,RAW COAL,PULP & PAPER,0.008,2014,"Financial Year (Apr - Mar), 2014"
LADAKH,2014,RAW COAL,BRICKS,0,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,POWER (CAPTIVE),4.446,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,POWER (CAPTIVE),8.455,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,CHEMICAL,0.208,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.032,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,BRICKS,0.023,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,FERTILISERS,0.037,2014,"Financial Year (Apr - Mar), 2014"
JAMMU & KASHMIR,2014,RAW COAL,TEXTILES & RAYONS,0.001,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,PULP & PAPER,0.135,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,RAW COAL,CEMENT,0.458,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,WASHED COAL,POWER (UTILITY),0.389,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,PULP & PAPER,0.071,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.002,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,WASHED COAL,POWER (UTILITY),0.218,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,PULP & PAPER,0.005,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,SPONGE IRON,1.186,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,CEMENT,0.394,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,POWER (UTILITY),31.727,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,CEMENT,1.829,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,CEMENT,0.995,2014,"Financial Year (Apr - Mar), 2014"
GOA,2014,RAW COAL,POWER (CAPTIVE),0.006,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,SPONGE IRON,0.657,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.107,2014,"Financial Year (Apr - Mar), 2014"
LADAKH,2014,RAW COAL,TEXTILES & RAYONS,0,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,RAW COAL,POWER (CAPTIVE),2.717,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,CHEMICAL,0.019,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,LIGNITE,POWER (UTILITY),5.253,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,WASHED COAL,POWER (UTILITY),0.004,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,RAW COAL,PULP & PAPER,0.015,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,CEMENT,3.652,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,POWER (UTILITY),25.671,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,RAW COAL,CEMENT,0.015,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,SPONGE IRON,0.053,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.011,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,SPONGE IRON,2.688,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,METALLURGICAL USE- COKERIES,0.039,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.007,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,TEXTILES & RAYONS,0.004,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,CHEMICAL,0.02,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,BRICKS,0.004,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,SPONGE IRON,5.934,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,CHEMICAL,0.148,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,POWER (CAPTIVE),4.189,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,CEMENT,0.009,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,RAW COAL,TEXTILES & RAYONS,0.035,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,SPONGE IRON,0.111,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,CEMENT,0.086,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,PULP & PAPER,0.259,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,STEEL (BOILERS),0.09,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,WASHED COAL,SPONGE IRON,0.082,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,POWER (UTILITY),38.565,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,FERTILISERS,0.596,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,MIDDLINGS,POWER (UTILITY),0.023,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,POWER (CAPTIVE),3.351,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,CEMENT,0.32,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.272,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2014,RAW COAL,POWER (UTILITY),13.293,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,CEMENT,0.155,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,WASHED COAL,METALLURGICAL USE- COKERIES,0.493,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,MIDDLINGS,POWER (UTILITY),0.355,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,LIGNITE,TEXTILES & RAYONS,0.664,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,TEXTILES & RAYONS,0.014,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,POWER (UTILITY),45.048,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.045,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,WASHED COAL,POWER (CAPTIVE),0.418,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,TEXTILES & RAYONS,0.033,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,RAW COAL,SPONGE IRON,1.436,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,LIGNITE,TEXTILES & RAYONS,0.004,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2014,RAW COAL,CHEMICAL,0.052,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,WASHED COAL,POWER (CAPTIVE),1.642,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,CEMENT,1.362,2014,"Financial Year (Apr - Mar), 2014"
TAMILNADU,2014,RAW COAL,POWER (UTILITY),14.863,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,POWER (UTILITY),36.508,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,CHEMICAL,0.02,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,BRICKS,1.46,2014,"Financial Year (Apr - Mar), 2014"
UTTARAKHAND,2014,RAW COAL,POWER (CAPTIVE),0.362,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,CEMENT,1.706,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2014,WASHED COAL,POWER (UTILITY),0.985,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,MIDDLINGS,POWER (UTILITY),0.135,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,RAW COAL,POWER (CAPTIVE),3.754,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2014,RAW COAL,CEMENT,1.418,2014,"Financial Year (Apr - Mar), 2014"
LADAKH,2014,RAW COAL,PULP & PAPER,0,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2014,RAW COAL,POWER (CAPTIVE),3.241,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2014,WASHED COAL,CEMENT,0.109,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2014,RAW COAL,BRICKS,2.71,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,MIDDLINGS,METALLURGICAL USE- COKERIES,0.001,2014,"Financial Year (Apr - Mar), 2014"
PUNJAB,2014,RAW COAL,POWER (CAPTIVE),6.223,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2014,WASHED COAL,METALLURGICAL USE- COKERIES,4.117,2014,"Financial Year (Apr - Mar), 2014"
JAMMU & KASHMIR,2014,RAW COAL,BRICKS,0.011,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,MIDDLINGS,SPONGE IRON,0.026,2014,"Financial Year (Apr - Mar), 2014"
KARNATAKA,2014,RAW COAL,POWER (UTILITY),8.089,2014,"Financial Year (Apr - Mar), 2014"
RAJASTHAN,2014,WASHED COAL,POWER (CAPTIVE),0.953,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,CHEMICAL,0.025,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2014,MIDDLINGS,POWER (CAPTIVE),0.242,2014,"Financial Year (Apr - Mar), 2014"
WEST BENGAL,2014,RAW COAL,TEXTILES & RAYONS,0.003,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2014,RAW COAL,POWER (UTILITY),40.86,2014,"Financial Year (Apr - Mar), 2014"
HARYANA,2014,RAW COAL,CEMENT,0.016,2014,"Financial Year (Apr - Mar), 2014"
GOA,2014,RAW COAL,SPONGE IRON,0.037,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2015,RAW COAL,POWER (CAPTIVE),1.617,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,POWER (UTILITY),59.423,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.149,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,SPONGE IRON,1.295,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,PULP & PAPER,0.048,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,POWER (CAPTIVE),0.86,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2015,RAW COAL,FERTILISERS,0.362,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,POWER (UTILITY),40.789,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,CHEMICAL,0.007,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,FERTILISERS,0.789,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,RAW COAL,PULP & PAPER,0.206,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,STEEL (BOILERS),0.366,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,SPONGE IRON,1.35,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,POWER (UTILITY),22.109,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,MIDDLINGS,POWER (CAPTIVE),0.259,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,RAW COAL,CEMENT,0.03,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,MIDDLINGS,POWER (UTILITY),1.935,2015,"Financial Year (Apr - Mar), 2015"
BIHAR,2015,RAW COAL,POWER (UTILITY),3.046,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2015,RAW COAL,FERTILISERS,0.603,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.131,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,MIDDLINGS,POWER (CAPTIVE),1.219,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,FERTILISERS,0.234,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,CHEMICAL,0.326,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,RAW COAL,CEMENT,0.603,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,PULP & PAPER,0.093,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,PULP & PAPER,0.004,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,MIDDLINGS,SPONGE IRON,0.064,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,POWER (UTILITY),26.699,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,MIDDLINGS,POWER (CAPTIVE),4.066,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,SPONGE IRON,5.154,2015,"Financial Year (Apr - Mar), 2015"
TELANGANA,2015,RAW COAL,PULP & PAPER,0.568,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.02,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,WASHED COAL,METALLURGICAL USE- COKERIES,0.01,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,MIDDLINGS,POWER (UTILITY),0.087,2015,"Financial Year (Apr - Mar), 2015"
LADAKH,2015,RAW COAL,BRICKS,0,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,METALLURGICAL USE- DIRECT FEED,0.494,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2015,RAW COAL,POWER (CAPTIVE),4.567,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2015,RAW COAL,POWER (UTILITY),10.209,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,STEEL (BOILERS),0.368,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,RAW COAL,PULP & PAPER,0.022,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2015,RAW COAL,COLLIERY OWN - CONSUMPTION,0.01,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,BRICKS,0.004,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,TEXTILES & RAYONS,0.126,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,RAW COAL,CHEMICAL,0.006,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,CHEMICAL,0.06,2015,"Financial Year (Apr - Mar), 2015"
LADAKH,2015,RAW COAL,TEXTILES & RAYONS,0,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,RAW COAL,POWER (UTILITY),4.235,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,PULP & PAPER,0.198,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,MIDDLINGS,POWER (UTILITY),0.305,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,CHEMICAL,0.022,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,CHEMICAL,0.018,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,RAW COAL,POWER (UTILITY),15.768,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,MIDDLINGS,POWER (UTILITY),0.488,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,WASHED COAL,POWER (UTILITY),0.098,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,WASHED COAL,SPONGE IRON,2.507,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,POWER (UTILITY),24.494,2015,"Financial Year (Apr - Mar), 2015"
DELHI,2015,WASHED COAL,POWER (UTILITY),0.822,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,RAW COAL,CHEMICAL,0.072,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,POWER (CAPTIVE),0.895,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,RAW COAL,PULP & PAPER,0.012,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,TEXTILES & RAYONS,0.001,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2015,LIGNITE,BRICKS,0.013,2015,"Financial Year (Apr - Mar), 2015"
GUJARAT,2015,LIGNITE,FERTILISERS,0.005,2015,"Financial Year (Apr - Mar), 2015"
RAJASTHAN,2015,WASHED COAL,POWER (CAPTIVE),2.983,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2015,RAW COAL,SPONGE IRON,0.675,2015,"Financial Year (Apr - Mar), 2015"
ANDHRA PRADESH,2015,RAW COAL,SPONGE IRON,0.122,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,CEMENT,1.284,2015,"Financial Year (Apr - Mar), 2015"
MADHYA PRADESH,2015,RAW COAL,METALLURGICAL USE- COKERIES,0.034,2015,"Financial Year (Apr - Mar), 2015"
CHHATTISGARH,2015,WASHED COAL,POWER (CAPTIVE),1.3,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2015,RAW COAL,CHEMICAL,0.015,2015,"Financial Year (Apr - Mar), 2015"
